alumno,espanol,matematicas
4654,"LOGRA ADAPTARSE A UN NUEVO CONTEXTO EXPRESANDO Y COMUNICANDO SUS IDEAS Y SENTIMIENTOS.
UTILIZA SU LENGUAJE PARA COMUNICARSE CON SUS PARES, POCO A POCO LOGRA SEGUIR NORMAS DE RELACIÛN.
LOGRA EXPRESAR  SUS ESTADOS DE ·NIMO, SENTIMIENTOS Y EMOCIONES","LOGRA CONOCER Y UTILIZAR LOS N˙MEROS EN SITUACIONES VARIADAS REALIZANDO PRINCIPIOS DE CONTEO DEL 0 AL 10 LOGRANDO CONTAR Y CONOCER SUS CANTIDADES.
IDENTIFICA EL USO DE LAS MONEDAS , CONOCE EN DONDE LAS PUEDE EMPLEAR.
CONOCE  LAS FIGURAS GEOMETRICAS."
4655,"APRENDE RIMAS SENCILLAS E IDENTIFICA LAS PALABRAS QUE TIENE UN SONIDO EN COM˙N. 
ESCRIBE SU NOMBRE DE MANERA CONVENCIONAL Y LO UTILIZA PARA PERSONALIZAR SUS TRABAJOS.","LOGRA INICIAR EL CONTEO NOMBRANDO LOS N˙MEROS INTENTANDO REALIZARLO DE MANERA ASCENDENTE DEL 1 AL 10, REALIZA CON AYUDA ESTIMACIONES DE LONGITUD A TRAVÈS DE LA UTILIZACIÛN DE UNIDADES NO CONVENCIONALES Y CONVENCIONALES (VASIJAS, VASOS)."
4656,"IDENTIFICA PALABRAS QUE RIMAN CON SU SONIDO, INVENTA CUENTOS Y LOS NARRA, SE EXPRESA CON SEGURIDAD, ESCRIBE SU NOMBRE CON DIVERSOS PROPÛSITOS E IDENTIFICA EL DE ALGUNOS DE SUS COMPAÒEROS.","RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO Y CON ACCIONES SOBRE COLECCIONES, CONTESTA PREGUNTAS EN LAS QUE NECESITA RECABAR DATOS, LOS ORGANIZA A TRAVÈS DE TABLAS Y PICTOGRAMAS QUE INTERPRETA PARA CONTESTAR LAS PREGUNTAS PLANEADAS."
4657,LOGRA EXPRESAR CON EFICACIA SUS IDEAS ACERCA DE LOS DIVERSOS TEMAS Y ATIENDE LO QUE SE MENCIONA SOBRE CARACTERÌSTICAS DE OBJETOS Y  PERSONAS EXPRESA DE MANERA GR·FICA NARRACIONES ESCRITAS UTILIZANDO LETRAS QUE CONOCE,CON AYUDA LOGRA CONTAR COLECCIONES NO MAYORES A 15 ELEMENTOS. RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO Y CON ACCIONES SOBRE COLECCIONES MAYORES DE 10 ELEMENTOS. IDENTIFICA EL VALOR DE LAS MONEDAS 
4658,"UTILIZA LETRAS CONVENCIONALES PARA ESCRIBIR DE MANERA CONVENCIONAL PALABRAS CORTAS COMO MEDIANTE EL DICTADO E IDENTIFICA LA UTILIDAD DE DIVERSOS TEXTOS COMO REVISTAS, PERIÛDICO Y RECETAS. EXPRESA DE MANERA ORAL M·S PRECISAS SUS IDEAS","LOGRA CONTAR EN ORDEN DESCENDENTE DESDE EL NUMERO 10 HASTA EL 1EN ACTIVIDADES, JUEGOS O CANCIONES. HACE UN AN·LISIS DE FRECUENCIA DE DATOS A TRAVÈS DE CUESTIONAMIENTOS GUIADOS. UTILIZA LA DIRECCIONALIDAD PARA EXPLICAR UNA TRAYECTORIA."
4659," IDENTIFICA Y DICE FRENTE A SU FAMILIA RETAHILAS, TRABALENGUAS, RIMAS, CANCIONES Y POEMAS QUE ESCUCHA. NARRA HISTORIAS QUE LE SON FAMILIARES, HABLA ACERCA DE LOS PERSONAJES Y SUS CARACTERISTICAS, DE LAS ACCIONES Y LOS LUGARES DONDE SE DESARROLLAN. "," DICE LOS NUMEROS QUE SABE EN ORDEN ASCENDENTE Y REGISTRA SUS CANTIDADES. RECONOCE QUE, ENTRE M·S ELEMENTOS TIENE UNA COLECCION, AVANZA MAS EN LA SUCESION NUMERICA ORAL Y ESCRITA. DESCRIBE ATRIBUTOS DE FIGURAS GEOMETRICAS."
4660,"ESCUCHA CON ATENCION LO QUE COMENTAN LOS DEMAS DURANTE LAS VIDEOLLAMADAS,  RECONOCE PALABRAS QUE RIMAN, ORDENA UNA SECUENCIA DE IMAGENES EN ORDEN CORRECTO. LOGRA ESCRIBIR Y RECONOCER LETRAS DE SU NOMBRE.","MEDIANTE DIVERSAS ACTIVIDADES REALIZA EL CONTEO DE OBJETOS QUE SE LE MUESTRAN, ES CAPAZ DE IDENTIFICAR LA CANTIDAD DE OBJETOS EN DIVERSAS COLECCIONES,"
4661,"RECONOCE SU NOMBRE  ENTRE OTROS NOMBRES DE SUS COMPA—EROS O MIEMBROS DE SU FAMILIA Y HACE USO DE EL EN SITUACIONES ESCOLARES DIVERSAS. EXPRESA SUS IDEAS CON PRECISI”N AL TRATAR UN TEMA ESPECÕFICO, EXPLICANDO Y DESCRIBIENDO CON MAYOR DETALLE. ","IDENTIFICA LOS N⁄MEROS DEL 1 AL 20 Y SU SIGNIFICADO EN TEXTOS DIVERSO COMO SON: REVISTAS, CUENTOS, RECETAS DE COCINA, ANUNCIOS,  ENTRE OTROS. RESUELVE PROBLEMAS DE CONTEO AL AGREGAR,QUITAR O IGUALAR OBJETOS Y EXPLICA RESULTADOS."
4662,MENCIONA LOS PERSONAJES Y SUS CARACTERÌSTICAS. EST· EN PROCESO DE EXPLICAR POR QUÈ ELIJE ALG˙N LIBRO O CUENTO. ,"IDENTIFICA ALGUNAS RELACIONES DE EQUIVALENCIA ENTRE MONEDAS DE $1, $2, $5 Y $10 EN SITUACIONES REALES O FICTICIAS DE COMPRA Y VENTA. CONTESTA PREGUNTAS EN LAS QUE NECESITE RECABAR DATOS, LOS ORGANIZA A TRAVÈS DE TABLAS Y PICTOGRAMAS QUE INTERPRETA."
4663,"NARRA ANÈCDOTAS, SIGUIENDO LA SECUENCIA Y EL ORDEN DE LAS IDEAS, CON ENTONACIÛN Y VOLUMEN APROPIADO PARA HACERSE ESCUCHAR Y ENTENDER. ESCRIBE SU NOMBRE CON DIVERSOS PROPÛSITOS E IDENTIFICA EL DE ALGUNOS COMPAÒEROS.",REALIZA ACCIONES PARA RESOLVER PROBLEMAS DE CANTIDAD QUE IMPLICAN IGUALAR COLECCIONES. RESUELVE PAULATINAMENTE PROBLEMAS QUE IMPLICAN EL USO DE LOS N˙MEROS Y EL CONTEO.
4664,"DESCRIBE DE MANERA DETALLADA LAS CARACTERÌSTICAS DE LOS OBJETOS (CUALITATIVAS Y CUANTITATIVAS: FORMA, TAMAÒO, COLOR, TEXTURAS, OLOR, SABOR Y FUNCIÛN.) Y PERSONAS (RASGOS FÌSICOS Y EMOCIONALES) QUE CONOCE Y OBSERVA. EXPRESA SU OPINIÛN SOBRE TEXTOS QUE","CONOCE VARIOS USOS DE LOS N˙MEROS EN LA VIDA COTIDIANA Y LOGRA UTILIZARLOS CON FACILIDAD EN DIVERSAS SITUACIONES DE JUEGO QUE SE PRESENTAN. ES CAPAZ DE REPRODUCIR CON MAYOR FACILIDAD DIFERENTES MODELOS O PATRONES UTILIZANDO FIGURAS GEOMÈTRICAS
"
4665,"EXPRESA IDEAS M·S COMPLETAS Y COHERENTES (LOGRA ESTRUCTURAR ENUNCIADOS MAS LARGOS Y MEJOR
ARTICULADOS),","CUENTA COLECCIONES DE VEINTE ELEMENTOS UTILIZANDO DIVERSAS ESTRATEGIAS DE CONTEO, LOGRA
HACER USO DE LOS PRINCIPIOS B·SICOS DE CONTEO."
4666,"EXPRESA LO QUE ENTENDIÛ SOBRE DIFERENTES TEXTOS O CUENTOS, HACIENDO USO DE SU LENGUAJE DE FORMA MUY CLARA, PRECISA Y CONCRETA. MEDIANTE PREGUNTAS ORIENTADORAS POR PARTE DE SU TUTOR, LOGRA AMPLIAR LA INFORMACIÛN ORAL QUE EXPRESA.","RECONOCE EL VALOR DE LAS MONEDAS Y LAS UTILIZA DE FORMA CORRECTA EN SITUACIONES FICTICIAS DE COMPRA/VENTA CON PRODUCTOS QUE TIENEN UN PRECIO MENOR A $10, IDENTIFICANDO SU VALOR NOMINATIVO Y LA EQUIVALENCIA ENTRE ELLAS."
4667,"UTILIZA GRAFÌAS CONVENCIONALES TENIENDO UN ACERCAMIENTO A LA ESCRITURA, EXPLICA QUE DICE SU TEXTO, ESCRIBE SU PRIMER NOMBRE CON DIVERSOS PROPÛSITOS COMO MARCAR SUS PRODUCCIONES. SE EXPRESA ORALMENTE DE MANERA FLUIDA Y LÛGICA.","IDENTIFICAN Y UTILIZAN MONEDAS COMPRENDIENDO LA EQUIVALENCIA ENTRE  MONEDAS DE DIFERENTE VALOR.
"
4668,"DESCRIBE PERSONAJES DE ALGUNOS CUENTOS QUE YA CONOCE E INVENTA HISTORIAS NUEVAS EN LA CUAL TIENE IDEAS CLARAS Y SECUENCIA EN LO HISTORIA QUE INVENTA. TIENE FACILIDAD PARA DESCRIBIR SEG˙N SE LE INDIQUE, MENCIONA LAS CARACTERÌSTICAS DE MANERA CLARA","UTILIZA LAS DIFERENTES FIGURAS GEOMÈTRICAS PARA REALIZAR ALGUNAS AGRUPACIONES Y REPRODUCIR CUERPOS GEOMÈTRICOS DE MANERA LIBRE O SIGUIENDO ALGUNOS MODELOS. LOGRA UTILIZAR LAS REFERENCIAS ARRIBA, ABAJO, IZQUIERDA Y DERECHA EN
ALGUNAS DIN·MICAS"
4669,"ESCUCHA ATENTO LA LECTURA DE UN CUENTO, SIN EMBARGO, CUANDO SE LE CUESTIONA RESPECTO AL MISMO NO PUEDE DAR UNA OPINIÛN. SE LE DIFICULTA ESCRIBIR SU NOMBRE AUN CON UN PORTADOR DE TEXTO.","HACE USO NATURAL DE EXPRESIONES UTILIZADAS EN SU ENTORNO, EXPRESA CON APOYO EL SIGNIFICADO DE LAS MISMAS. 30. ESCUCHA A SUS COMPAÒEROS EXPRESAR FRASES O PALABRAS QUE SON UTILIZADAS EN SUS CENTROS FAMILIARES, REQUIERE APOYO PARA EXPRESAR ALGUNAS"
4670,"MUESTRA GUSTO POR DE LEER Y EXPLORAR CUENTOS; ELIJE LOS QUE SON DE SU INTERÈS, PERO SE LE DIFICULTA EXPLICAR SUS MOTIVOS.  ",CONOCE EL NOMBRE FIGURAS GEOMÈTRICAS B·SICAS Y LAS RELACIONA CON OBJETOS DE SU ENTORNO; REPRODUCE ALGUNAS DE ELLAS CON PLASTILINA APOY·NDOSE DE PLANTILLAS.  
4671,REQUIERE DEL APOYO DE IM·GENES PARA REALIZAR LA DESCRIPCIÛN DE PERSONAJES Y LUGARES.,"RECONOCE EL ORDEN DE LA SERIE NUMÈRICA DEL 1 AL 10 DE MANERA ORAL,  Y SECUENCIADA ,  DE MANERA ESCRITA."
4672,"INTERPRETA LAS INSTRUCCIONES DEL INSTRUCTIVO, Y AL APLICARLAS PIDE APOYO DE UN ADULTO
IDENTIFICA EL CUENTO O LOS PERSONAJES QUE CORRESPONDEN A LA HISTORIA QUE SE LEE COMENTA ACERCA DEL MISMO
IDENTIFICA ALGUNAS RIMAS, CANCIONES, TRABALENGUAS, ADIVINAN","LOGRA IDENTIFICAR ALGUNAS UBICACIONES COMO: ARRIBA, ABAJO, ENCIMA, DEBAJO, LEJOS, CERCA
CON AYUDA DE UN ADULTO LOGRA IGUALAR COLECCIONES SEG˙N LAS CANTIDADES QUE SE PIDEN
IDENTIFICA CON AYUDA EL NOMBRE DE ALGUNAS FIGURAS GEOMÈTRICAS
"
4673,"ESCRIBE SU NOMBRE DE FORMA CONVENCIONAL Y LO IDENTIFICA ENTRE OTRAS PALABRAS ESCRITAS, SE EXPRESA CON SEGURIDAD Y COHERENCIA EN DIFERENTES SITUACIONES, CUENTA CUENTOS Y DESCRIBE PERSONAJES.
","HACE CONTEO DE OBJETOS CON UN RANGO DEL 1 AL 25, IDENTIFICA Y NOMBRA LAS FIGURAS GEOM…TRICAS: CÕRCULO, CUADRADO, TRI¡NGULO, RECT¡NGULO. PUEDEN REPRESENTAR CANTIDADES CON DIBUJOS Y COMIENZA A RESOLVER PROBLEMAS.
"
4674," DISFRUTA DE PARTICIPAR EN JUEGOS DE LENGUAJE EXPRESANDO RIMAS Y ADIVINANZAS, IDENTIFICA PALABRAS QUE RIMAN CON SU NOMBRE, ASI COMO, CON OTRAS PALABRAS. UTILIZA LA ESCRITURA FORMAL PARA ESCRIBIR TEXTOS CORTOS U ORACIONES ","UTILIZA ALGUNAS EXPRESIONES DE TIEMPO, CUENTA CANTIDADES Y LAS REGISTRA EN TABLAS. EN LA RESOLUCION DE PROBLEMAS MATEMATICOS IGUALA COLECCIONES Y REALIZA ACCIONES EN LA QUE SUMA, RESTA O REPARTE CANTIDADES. UTILIZA LAS MONEDAS EN SITUACIONES REALES "
4675,"MEMORIZA Y RESPONDE CUESTIONAMIENTOS  DESPUES DE UNA LECTURA, DE UN AUDIO O DE UN CUENTO VISUAL, SE ENCUENTRA EN EL NIVEL ALFABETICO DE LA ESCRITURA, ESCRIBE PALABRAS POR MEDIO DEL DICTADO EN OCACIONES CON AYUDA, MEMORIZA Y EXPONE TEMAS DE INTERES.","CONOCE, ESCRIBE Y SIGUE UNA  SERIE NUMERICA DE 1 AL 100, RESULEVE PROBLEMAS MATEMATICOS SIN AYUDA,  COMPLETA O IGUALA CANTIDADES, IDENTIFICA EL VALOR DE LAS MONEDAS EN LA VIDA COTIDIANA, SIGUE INDICACIONES, BUSCA SOLUCIONES ANTE PROBLEMAS MATEMATICOS"
4676,LOGRA ESCRIBIR PALABRAS CORTAS MEDIANTE EL DICTADO Y SE APOYA DEL SONIDO DE LAS LETRAS. RECONOCE  PALABRAS QUE COMIENCEN CON ALGUNA LETRA DE SU NOMBRE PARA FORMAR UN ACROSTICO. LOGA  ESCRIBIR SU NOMBRE COMPLETO,LOGRA CONTAR Y RELACIONAR N⁄MEROS DEL 1 AL 20. LE ES F¡CIL RESOLVER PROBLEMAS DE RAZONAMIENTO MEDIANTE CREACIONES PROPIAS.
4677,"NARRA HISTORIAS QUE LE SON FAMILIARES, HABLA ACERCA DE LOS PERSONAJES Y SUS CARACTERISTICAS DE LAS ACCIONES Y LOS LUGARES DONDE SE DESARROLLAN, DICE CANCIONES RIMAS Y OTROS JUEGOS DE LENGUAJE.  ",CONTESTA PREGUNTAS EN LAS QUE NECESITA RECABAR DATOS; LOS ORGANIZA A TRAVES DE TABLAS Y PIGTOGRAMAS QUE INTERPRETA PARA CONTESTAR LAS PREGUNTAS PLANTEADAS. 
4678,"ESCRIBE SU NOMBRE CON DIVERSOS PROP”SITOS. DESCRIBE PERSONAJES Y LUGARES QUE IMAGINA AL ESCUCHAR CUENTOS, F¡BULAS, LEYENDAS Y OTROS RELATOS LITERARIOS. CUENTA HISTORIAS DE INVENCI”N PROPIA. ESCRIBE INSTRUCTIVOS, CARTAS, RECADOS.","IDENTIFICA VARIOS EVENTOS DE SU VIDA COTIDIANA Y DICE EL ORDEN EN QUE OCURRE. MIDE OBJETOS O DISTANCIAS MEDIANTE EL USO DE UNIDADES NO CONVENCIONALES. COMUNICA DE MANERA ORAL Y ESCRITA LOS N⁄MEROS DEL 1 AL 10, EN DIVERSAS SITUACIONES. "
4679,"SE ESFUERZA POR DECIR RIMAS, CANCIONES, TRABALENGUAS Y POR NARRAR HISTORIAS QUE LE SON FAMILIARES, HABLAR ACERCA DE LOS PERSONAJES Y SUS CARACTERÕSTICAS, DE LAS ACCIONES Y LUGARES DONDE SE DESARROLLAN.","EN PROCESO DE UBICAR OBJETOS Y LUGARES, CUYA UBICACI”N DESCONOCE Y DE SEGUIR INDICACIONES A TRAV…S DE LA INTERPRETACI”N DE RELACIONES ESPACIALES Y PUNTOS DE REFERENCIA."
4680,"ESCUCHA LA LECTURA DE DIVERSOS TEXTOS EN LOS CUALES INFIERE, RECONOCE SONIDOS Y GRAFÕAS Y DESCUBRE C”MO SE ESCRIBEN ALGUNAS PALABRAS.
RECOMENDACIONES; ACTIVIDADES DE RECREACI”N, L⁄DICAS Y EJERCICIO AL AIRE LIBRE.

","MUESTRA INTER…S EN LA RESOLUCI”N DE RESTAS DE UN SOLO DÕGITO, ASÕ COMO REALIZAR CONTEO DE OBJETOS , DESARROLLO HABILIDADES COMO LA OBSERVACI”N Y ATENCI”N LO CUAL FAVORECI” SU APRENDIZAJE"
4681,INTENTA ESCRIBIR SU NOMBRE CON DIVERSOS PROPOSITOS E IDENTIFICA ALGUNAS LETRAS QUE LO COMPONEN,CON APOYO IDENTIFICA ALGUNOS USOS DE LOS NUMEROS EN LA VIDA COTIDIANA
4682,"COMUNICACION Y PARTICIPACION SOSTENIDA EN LAS ACTIVIDADES PROPUESTAS POR LA EDUCADORA, CUENTA HISTORIAS DE INVENCION PROPIA  Y EXPRESA OPINIONES SOBRE LAS DE OTROS FAMILIARES","COMUNICACION Y PARTICIPACION SOSTENIDA EN LAS ACTIVIDADES PROPUESTAS POR LA EDUCADORA, REPRODUCE MODELOS CON FORMAS, FIGURAS Y CUERPOS GEOMETRICOS"
4683,"ESCRIBE UN RECADO, MENSAJE O CARTA A ALGUIEN DE SU FAMILIA. APRENDE POEMAS Y LOS DICE FRENTE A OTRAS PERSONAS. EXPRESA SU OPINION ACERCA DE UN TEMA Y ESCUCHA OTRAS OPINIONES.","IDENTIFICA PARA QUE SIRVEN LOS NUMEROS, ESCRIBE NUMEROS. MIDE OBJETOS O DISTANCIAS MEDIANTE EL USO DE UNIDADES NO CONVENCIONALES. USA EXPRESIONES TEMPORALES Y REPRESENTACIONES GRAFICAS PARA EXPLICAR LA SUCESIÛN DE EVENTOS."
4684,"DIFERENCIAR ALGUNOS PORTADORES DE TEXTO, HABLAR SOBRE LO ENTENDIDO Y CREAR SUS PROPIOS CUENTOS SE REALIZA LA SIGUIENTE RECOMENDACION YA QUE LA INFORMACION ES INSUFICIENTE ",JUEGOS QUE PONGAN EN PR·CTICA EL CONTEO SE REALIZA LA SIGUIENTE RECOMENDACION YA QUE LA INFORMACION ES INSUFICIENTE 
4685,"ESTA EN EL NIVEL ALFAB…TICO, ESCRIBE CORRECTAMENTE, REALIZA DICTADO Y COMPRENDE LECTURAS CORTAS.
EXCELENTE ALUMNA A LOGRADO INCORPORAR MUCHOS APRENDIZAJES SIGNIFICATIVOS. ","REALIZA COLECCIONES DE OBJETOS, ASÕ COMO MEDICIONES CON DIVERSOS MATERIALES.
EJECUTA ADICIONES Y SUSTRACCIONES, RECONOCE LA NUMERACION DEL 1 AL 50
RECONOCE EL VALOR DEL DINERO.
RECONOCE LA NUMERACI”N DEL 1 AL 50. "
4686,"EXPLORA ACERVOS DE LA BIBLIOTECA, OBSERVA LAS IM·GENES Y HACE PEQUEÒOS COMENTARIOS SOBRE TAL. RECONOCE SU NOMBRE EN DIFERENTES PORTADORES DE TEXTO.  IDENTIFICA LETREROS EN DIFERENTES CARTELES Y MENCIONA ALGUNAS LETRAS.","RECONOCE LOS N˙MEROS DENTRO DEL SALÛN DE CLASES, REALIZA PROBLEMAS DE AGREGAR Y QUITAR."
4687,"SE INVOLUCRA CON ATENCIÛN EN ACTIVIDADES DE LECTURA, MUESTRA RETENCIÛN DE LA INFORMACIÛN PARA REALIZAR COMENTARIOS Y EXPRESAR IDEAS PROPIAS.","PRACTICA LA EXPLORACIÛN DE VALORES DE LAS MONEDAS, EMPIEZA A RECONOCER DE EQUIVALENCIA ENTRE ESTAS, LO QUE PUEDE COMRAR Y EL CAMBIO QUE RECIBIRA, EN JUEGOS Y ACTIVIDADES COMO LA TIENDITA Y EL SUPERMERCADO. "
4688,"APRENDE Y REPITE CANCIONES, TRABALENGUAS, ADIVINANZAS, EXPONER INFORMACIÛN SOBRE UN TEMA, LOGRA LEER DE FORMA FLUIDA Y ESCRIBIR DE MANERA ALFABETICA LOGRANDO ESCRIBIR TEXTOS CADA VEZ M·S LARGOS, EXPRESANDO SUS IDEAS.","COMUNICA CANTIDADES DE MANERA ESCRITA, UTILIZA EL SOBRE CONTEO PARA IDENTIFICAR CANTIDADES M·S GRANDES, MIDE OBJETOS CON UNIDADES DE MEDIDA NO CONVENCIONAL, IDENTIFICA VARIOS EVENTOS EN SU VIDA COTIDIANA Y DICE EL ORDEN EN QUE OCURREN.
"
4689,"EXPRESA DE MANERA FLUIDA Y CLARA SUS IDEAS ACERCA DE DIVERSOS TEMA, ATIENDE CON RESPETO Y ATENCI”N LAS APORTACIONES DE OTRAS PERSONAS EN SITUACIONES DE DI¡LOGO. IDENTIFICA LA IMPORTANCIA DE CONOCER SU NOMBRE Y LO ESCRIBE CON DIVERSOS PROP”SITOS.","RESUELVE PROBLEMAS UTILIZANDO EL CONTEO SOBRE COLECCIONES NO MAYORES A 10 ELEMENTOS, RECONOCE Y EXPRESA DIVERSOS USOS DE LOS N⁄MEROS EN LA VIDA COTIDIANA, DICE LOS N⁄MEROS DE FORMAS ASCENDENTE DEL 1 AL 10."
4690,"MENCIONA CARACTERÌSTICAS DE OBJETOS Y PERSONAS QUE CONOCE Y OBSERVA. COMENTA NOTICIAS QUE ESCUCHA POR RADIO. NARRA CAMBIANDO EL ORDEN DE LOS SUCESOS DE UNA HISTORIA CONOCIDA. COMENTA Y CUENTA LEYENDAS.


","IDENTIFICA VARIOS EVENTOS DE SU VIDA COTIDIANA Y DICE EL ORDEN EN QUE OCURREN. UTILIZA PUNTOS DE REFERENCIA PARA LOCALIZAR OBJETOS Y COMUNICAR SU UBICACIÛN. RECONOCE QUE, ENTRE M·S ELEMENTOS TIENE UNA COLECCIÛN, AVANZA M·S EN LA SUCESIÛN NUMÈRICA.

"
4691,EXPRESA GRAFICAMENTE NARRACIONES CON RECURSOS PERSONALES.,"IDENTIFICA VARIOS EVENTOS DE SU VIDA COTIDIANA Y DICE EL ORDEN EN QUE OCURREN, USA EXPRESIONES TEMPORALES Y REPRESENTACIONES GRAFICAS PARA EXPLICAR LA SUCESION DE EVENTOS."
4692,"REALIZA LAS ACTIVIDADES PROPUESTAS, LOGRA COMUNICAR SUS IDEAS DE MANERA CLARA Y CON ENUNCIADOS CADA VEZ M·S LARGOS, DICE LO QUE PIENSA SOBRE ALG˙N TEMA, SI SE LE SOLICITA, UTILIZA LAS MARCAS GR·FICAS DE SU NOMBRE PARA REALIZAR INTENTOS DE ESCRITURA
","SE LE DIFICULTA IDENTIFICAR LOS N˙MEROS EN DISTINTOS ELEMENTOS ASÌ COMO DETERMINAR SU FUNCIONALIDAD EN LA VIDA COTIDIANA
"
4693,"DE MANERA ORDENADA Y CON RESPETO, SOLICITA LA PALABRA PARAPARTICIPAR ADEM·S ESCUCHA LAS IDEAS DESUS COMPAÒEROS DE MANERA ATENTA.  MUESTRA INTERÈS POR LA LECTURA Y LA ESCRITURA, Y LO MANIFIESTA AL INTENTAR ESCRIBIR ALGUNAS PALABRAS. ","HA LOGRADO AMPLIAR SU RANGO DE CONTEO AL 30. IDENTIFICA DEL 1 AL 15, CON AYUDA IDENTIFICA AL 20. AGRUPA COLECCIONES PARA LOGRAR RESOLVER PROBLEMAS DE RAZONAMIENTO. "
4694,"COMENTA DE FORMA BREVE LO QUE OBSERVA EN ILUSTRACIONES O IM¡GENES, SE APOYA DE CUESTIONAMIENTOS POR PARTE DE TUTOR","RECONOCE LOS NUMEROS DEL 1 AL 7 , CUANDO LOS OBSERVA EN PORTADORES LOS IDENTIFICA Y SE—ALA"
4695,INVENTA HISTORIAS A PARTIR DE ALGUNOS PERSONAJES Y PAISAJES NUEVOS O DE CUENTOS QUE YA CONOCE COORDINANDO CADA VEZ MEJOR SUS IDEAS Y PONIENDO EN PR·CTICA TODA SU CREATIVIDAD.  ,REPRODUCE CUERPOS GEOMÈTRICOS UTILIZANDO DIFERENTES MATERIALES QUE TIENE A SU ALCANCE 
4696,"LA ALUMNA UTILIZA LA ESCRITURA DE SU NOMBRE PARA IDENTIFICAR SUS PERTENENCIAS Y TRABAJOS REALIZADOS EN ACTIVIDADES, POR MEDIO DE VIDEOLLAMADAS. 
DICE RELATOS DE LA TRADICION ORAL QUE LE SON FAMILIARES Y CONOCIDOS","TIENE CONOCIMIENTO DE LAS RELACIONES ESPACIALES COMO ARRIBA, ABAJO, DENTRO, FUERA, ADELANTE Y ATR·S
SE ENCUENTRA EN PROCESO DE AMPLIAR EL RANGO NUMÈRICO PARA CONTEO HASTA EL N˙MERO 20.
MUESTRA INTERÈS POR LAS ACTIVIDADES RELACIONADAS CON EL CONTEO"
4697,HA MEJORADO LA MANERA DE EXPRESAR SUS IDEAS EN DISTINTOS TEMAS LOGRANDO COMUNICARSE UTILIZANDO RECURSOS AL MOMENTO DE EXPONER. EMPIEZA RECONOCER VOCALES POR MEDIO DEL SONIDO ASÌ COMO LAS LETRAS DE SU NOMBRE.  ,"CUENTA LOS N˙MEROS QUE SABE A PARTIR DEL UNO AMPLIANDO CADA VEZ MAS SU N˙MERO DE CONTEO HASTA EL 10 O MAS. RECONOCE N˙MEROS ESCRITOS EN REVISTAS, LIBROS DE ESTA MISMA SERIE NUMÈRICA. LOGRA UTILIZAR ESTRATEGIAS DE CONTEO CON AYUDA."
4698,"MENCIONA CARACTERISTICAS DE OBJETOS Y PERSONAS , CONOCE PALABRAS Y EXPRESIONES. ","RESUELVE PROBLEMAS A TRAVEZ DEL CONTEO, RELACIONA EL NUMERO DE ELEMENTOS DE UNA COLECCION."
4699,"SU LENGUAJE ORAL ES MAS CLARO Y LO UTILIZA PARA EXPRESAR, SENTIMIENTOS O NARRACION DE VIVENCIAS FAMILIARES DEACUERO AL TEMA QUE SE ESTA TRABAJANDO. IDENTIFICA LA ESCRITURA DE SU NOMBRE, COMPARA LA LETRA INICIAL Y LO REPRESENTA CON GRAFIAS PRIPIAS. ","CUENTA COLECCIONES DEL 1 AL 5, USANDO METODOS DE CONTEO COMO CORRESPONDENCIA DE UNO EN UNO, O CLASIFICAR ELEMENTOS POR FOMRA , TAMAÒO. COLOR. RECONOCE LA POSICION DE LOS OBJETOS QUE SE INDIQUEN ARRIBA, ABAJO, DENTO, FUERA. "
4700,"EXPRESA GR·FICAMENTE CON RECURSOS PROPIOS LAS IDEAS QUE QUIERE DAR A CONOCER. NARRA ANÈCDOTAS DE MANERA CLARA Y FLUIDA, SU VOCABULARIO ES CADA VEZ M·S AMPLIO, SE EXPRESA CON MAYOR SEGUIRDAD. ","USA EXPRESIONES TEMPORALES COMO PRIMERO, ANTES, DESPUÈS, LUEGO, AHORA, ETC. PARA EXPLICAR LA SUCESIÛN DE EVENTOS DE SU VIDA COTIDIANA, VALORA Y RECONOCE EL USO DE LOS N˙MEROS Y SU RANGO DE CONTEO AUMENTÛ A 20 ELEMENTOS. "
4701,"REALIZA LECTURA R·PIDA DE PALABRAS Y ORACIONES.  NARRA ANÈCDOTAS, SIGUIENDO LA SECUENCIA Y EL ORDEN DE LAS IDEAS, CON ENTONACIÛN Y VOLUMEN APROPIADO PARA HACERSE ESCUCHAR Y ENTENDER. SE DISTRAE CON FAICLIDAD AL ESCUCHAR RELATOS O CUENTOS LITERARIOS.","IDENTIFICA ALGUNAS RELACIONES DE EQUIVALENCIA ENTRE MONEDAS DE $1, $2, $5 Y $10 EN SITUACIONES REALES O FICTICIAS DE COMPRA Y VENTA . RESUELVE SUMAS Y RESTAS EN PROBLEMAS DE RAZONAMIENTO. "
